,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
14814,"Pantai, Kuala Lumpur","RM 400,000",3,2.0,1.0,Condominium (Intermediate),Built-up : 850 sq. ft.,Unfurnished
14815,"Taman Desa, Kuala Lumpur","RM 680,000",3,2.0,1.0,Condominium,"Built-up : 1,150 sq. ft.",Fully Furnished
14816,"Kuchai Lama, Kuala Lumpur","RM 730,000",3+1,2.0,2.0,Condominium (Corner),"Built-up : 1,450 sq. ft.",Partly Furnished
14817,"KL City, Kuala Lumpur","RM 780,000",1,1.0,1.0,Serviced Residence (Intermediate),Built-up : 740 sq. ft.,Fully Furnished
14818,"Brickfields, Kuala Lumpur","RM 630,000",1,1.0,1.0,Serviced Residence (Intermediate),Built-up : 710 sq. ft.,Fully Furnished
14819,"Dutamas, Kuala Lumpur","RM 460,000",3,2.0,1.0,Condominium (Intermediate),Built-up : 850 sq. ft.,Fully Furnished
14820,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 280,000",3,2.0,1.0,Apartment (Intermediate),Built-up : 800 sq. ft.,Partly Furnished
14821,"Dutamas, Kuala Lumpur","RM 530,000",3,2.0,1.0,Condominium (Intermediate),"Built-up : 1,326 sq. ft.",Partly Furnished
14822,"City Centre, Kuala Lumpur","RM 800,000",4,2.0,1.0,Condominium,"Built-up : 1,500 sq. ft.",Fully Furnished
14823,"Pantai, Kuala Lumpur","RM 440,000",3,2.0,1.0,Condominium (Intermediate),"Built-up : 1,050 sq. ft.",Partly Furnished
14824,"Bangsar, Kuala Lumpur","RM 1,500,000",3+1,4.0,1.0,Condominium,"Built-up : 1,859 sq. ft.",Fully Furnished
14825,"Setiawangsa, Kuala Lumpur","RM 827,000",4,3.0,3.0,Condominium (Corner),"Built-up : 1,491 sq. ft.",Partly Furnished
14826,"Sri Hartamas, Kuala Lumpur","RM 3,900,000",5+1,5.0,3.0,Semi-detached House (Intermediate),Land area : 2400 sq. ft.,Partly Furnished
14827,"Mont Kiara, Kuala Lumpur","RM 830,000",3,2.0,1.0,Condominium (Corner),"Built-up : 1,228 sq. ft.",Fully Furnished
14828,"Sentul, Kuala Lumpur","RM 678,000",4,2.0,1.0,Condominium (Corner),"Built-up : 1,345 sq. ft.",Partly Furnished
14829,"Bukit Jalil, Kuala Lumpur","RM 1,380,000",5,4.0,2.0,Residential Land (Intermediate),Land area : 70x90 sq. ft.,Unfurnished
14830,"Taman Ibukota, Kuala Lumpur","RM 2,500,000",5,4.0,4.0,Bungalow,Land area : 5700 sq. ft.,Partly Furnished
14831,"Sentul, Kuala Lumpur","RM 560,000",3,2.0,1.0,Condominium,"Built-up : 1,079 sq. ft.",Fully Furnished
14832,"Setapak, Kuala Lumpur","RM 370,000",3,2.0,1.0,Condominium,"Built-up : 1,169 sq. ft.",Partly Furnished
14833,"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM 1,600,000",3+1,3.0,1.0,Condominium,"Built-up : 2,100 sq. ft.",Fully Furnished
14834,"Cheras, Kuala Lumpur","RM 470,000",4,2.0,1.0,Condominium (Intermediate),"Built-up : 1,142 sq. ft.",Partly Furnished
14835,"Pantai, Kuala Lumpur","RM 730,000",3,2.0,2.0,Condominium,"Built-up : 1,390 sq. ft.",Unfurnished
14836,"Cheras, Kuala Lumpur","RM 820,000",4,3.0,2.0,2-sty Terrace/Link House (Intermediate),"Built-up : 1,800 sq. ft.",Partly Furnished
14837,"Cheras, Kuala Lumpur","RM 470,000",3,2.0,2.0,Condominium (Intermediate),"Built-up : 1,050 sq. ft.",Partly Furnished
14838,"KLCC, Kuala Lumpur","RM 4,107,800",3+1,3.0,2.0,Serviced Residence,"Built-up : 1,786 sq. ft.",Unfurnished
14839,"Mont Kiara, Kuala Lumpur","RM 1,100,000",2,2.0,1.0,Serviced Residence,Built-up : 927 sq. ft.,Fully Furnished
14840,"Setapak, Kuala Lumpur","RM 490,000",3,2.0,2.0,Serviced Residence (Intermediate),"Built-up : 1,040 sq. ft.",Partly Furnished
14841,"Desa Petaling, Kuala Lumpur","RM 898,800",5,6.0,3.0,3-sty Terrace/Link House,Land area : 22 x 76 sq. ft.,Fully Furnished
14842,"Sungai Besi, Kuala Lumpur","RM 1,000,100",4+1,6.0,2.0,2.5-sty Terrace/Link House,Land area : 20 x 75 sq. ft.,Fully Furnished
14843,"Salak Selatan, Kuala Lumpur","RM 1,008,000",4+1,6.0,2.0,2.5-sty Terrace/Link House,Land area : 20 x 75 sq. ft.,Fully Furnished
14844,"Damansara Heights, Kuala Lumpur","RM 2,080,000",3+1,5.0,2.0,Condominium (Corner),"Built-up : 3,188 sq. ft.",Partly Furnished
14845,"Bangsar, Kuala Lumpur","RM 1,450,000",3,2.0,1.0,Condominium (Corner),"Built-up : 1,511 sq. ft.",Partly Furnished
14846,"KLCC, Kuala Lumpur","RM 1,400,000",3,3.0,2.0,Condominium (Corner),"Built-up : 1,683 sq. ft.",Partly Furnished
14847,"Bangsar, Kuala Lumpur","RM 1,500,000",3,2.0,1.0,Condominium (Corner),"Built-up : 1,511 sq. ft.",Partly Furnished
14848,"Mont Kiara, Kuala Lumpur","RM 1,420,000",3+1,4.0,2.0,Condominium,"Built-up : 1,496 sq. ft.",Partly Furnished
14849,"Pandan Jaya, Kuala Lumpur","RM 250,000",2+1,1.0,2.0,Apartment (Corner),Built-up : 800 sq. ft.,Unfurnished
14850,"Bandar Menjalara, Kuala Lumpur","RM 900,000",4+2,3.0,2.0,2-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Partly Furnished
14851,"Setapak, Kuala Lumpur","RM 591,000",3,2.0,1.0,Serviced Residence (Intermediate),Built-up : 969 sq. ft.,Unfurnished
14852,"Setapak, Kuala Lumpur","RM 560,800",3,2.0,1.0,Serviced Residence (Intermediate),Built-up : 829 sq. ft.,Partly Furnished
14853,"Bandar Damai Perdana, Kuala Lumpur","RM 550,000",3+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),Land area : 1200 sq. ft.,Fully Furnished
14854,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 479,000",3,3.0,2.0,Condominium (Intermediate),"Built-up : 1,250 sq. ft.",Unfurnished
14855,"Cheras, Kuala Lumpur","RM 367,000",3,2.0,2.0,Condominium (Intermediate),Built-up : 943 sq. ft.,Unfurnished
14856,"Bukit Jalil, Kuala Lumpur","RM 900,000",3,2.0,2.0,Serviced Residence (Intermediate),"Built-up : 1,170 sq. ft.",Fully Furnished
14857,"Cheras, Kuala Lumpur","RM 318,000",3,2.0,1.0,Apartment (Corner),Land area : 780 sq. ft.,Unfurnished
14858,"Cheras, Kuala Lumpur","RM 504,600",4,2.0,2.0,Condominium (Corner),"Built-up : 1,001 sq. ft.",Partly Furnished
14859,"Jalan Ipoh, Kuala Lumpur","RM 754,600",3+1,2.0,2.0,Condominium (Corner),"Built-up : 1,330 sq. ft.",Partly Furnished
14860,"Cheras, Kuala Lumpur","RM 650,000",4,2.0,2.0,Condominium (Corner),"Built-up : 1,450 sq. ft.",Unfurnished
14861,"Bukit Bintang, Kuala Lumpur","RM 1,360,000",3,2.0,1.0,Serviced Residence,"Built-up : 1,555 sq. ft.",Fully Furnished
14862,"Sri Petaling, Kuala Lumpur","RM 310,000",2,1.0,2.0,2-sty Terrace/Link House (Intermediate),Land area : 14 x 54 sq. ft.,Unfurnished
14863,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 810,000",3+1,3.0,2.0,Condominium,"Built-up : 1,488 sq. ft.",Partly Furnished
14864,"Setapak, Kuala Lumpur","RM 580,000",3,2.0,2.0,Condominium,"Built-up : 1,098 sq. ft.",Partly Furnished
14865,"Wangsa Maju, Kuala Lumpur","RM 465,000",3,2.0,1.0,Condominium,"Built-up : 1,150 sq. ft.",Partly Furnished
14866,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,400,000",4+1,4.0,3.0,Condominium (Intermediate),"Built-up : 2,128 sq. ft.",Fully Furnished
14867,"Sri Petaling, Kuala Lumpur","RM 400,000",4,2.0,1.0,Condominium,"Built-up : 1,141 sq. ft.",Fully Furnished
14868,"KLCC, Kuala Lumpur","RM 2,388,000",3+1,4.0,2.0,Serviced Residence (Corner),"Built-up : 1,927 sq. ft.",Partly Furnished
14869,"City Centre, Kuala Lumpur","RM 1,580,000",1,1.0,1.0,Serviced Residence (Corner),"Built-up : 1,131 sq. ft.",Fully Furnished
14870,"City Centre, Kuala Lumpur","RM 1,690,000",1,2.0,1.0,Serviced Residence (Corner),"Built-up : 1,131 sq. ft.",Fully Furnished
14871,"City Centre, Kuala Lumpur","RM 2,400,000",2+1,2.0,2.0,Serviced Residence (EndLot),"Built-up : 1,732 sq. ft.",Fully Furnished
14872,"City Centre, Kuala Lumpur","RM 1,580,000",1,1.0,1.0,Serviced Residence (Corner),"Built-up : 1,131 sq. ft.",Partly Furnished
14873,"City Centre, Kuala Lumpur","RM 2,600,000",3+1,4.0,2.0,Serviced Residence (Corner),"Built-up : 2,269 sq. ft.",Partly Furnished
14874,"KLCC, Kuala Lumpur","RM 2,626,200",2+1,2.0,1.0,Serviced Residence (Corner),"Built-up : 1,459 sq. ft.",Partly Furnished
14875,"City Centre, Kuala Lumpur","RM 1,880,000",1+1,1.0,1.0,Serviced Residence (EndLot),"Built-up : 1,388 sq. ft.",Fully Furnished
14876,"Kepong, Kuala Lumpur","RM 405,555",3+1,2.0,2.0,Condominium (Corner),"Built-up : 1,027 sq. ft.",Unfurnished
14877,"Kepong, Kuala Lumpur","RM 397,000",3+1,2.0,2.0,Condominium (Corner),"Built-up : 1,027 sq. ft.",Unfurnished
14878,"Kuchai Lama, Kuala Lumpur","RM 520,000",3,2.0,1.0,Serviced Residence,Land area : 935 sq. ft.,Fully Furnished
14879,"Sri Petaling, Kuala Lumpur","RM 538,000",3,2.0,2.0,Serviced Residence,Built-up : 980 sq. ft.,Partly Furnished
14880,"Bukit Jalil, Kuala Lumpur","RM 680,000",3,2.0,3.0,Condominium,"Built-up : 1,313 sq. ft.",Fully Furnished
14881,"Cheras, Kuala Lumpur","RM 1,180,000",5,4.0,2.0,3-sty Terrace/Link House (EndLot),Land area : 1400 sq. ft.,Fully Furnished
14882,"Bangsar, Kuala Lumpur","RM 1,550,000",3,2.0,2.0,Townhouse (EndLot),Land area : 2000 sq. ft.,Partly Furnished
14883,"Sri Hartamas, Kuala Lumpur","RM 3,600,000",4,6.0,2.0,Cluster House (Intermediate),Land area : 2000 sq. ft.,Partly Furnished
14884,"Bangsar, Kuala Lumpur","RM 5,500,000",4+1,5.0,3.0,Bungalow (Intermediate),Land area : 9300 sq. ft.,Partly Furnished
14885,"Mont Kiara, Kuala Lumpur","RM 2,122,877",4+1,5.0,3.0,Condominium,"Built-up : 2,766 sq. ft.",Partly Furnished
14886,"Kuchai Lama, Kuala Lumpur","RM 550,000",3,2.0,2.0,Condominium (EndLot),Built-up : 986 sq. ft.,Partly Furnished
14887,"Salak Selatan, Kuala Lumpur","RM 1,200",3,2.0,1.0,Condominium (EndLot),"Built-up : 1,035 sq. ft.",Partly Furnished
14888,"Cheras, Kuala Lumpur","RM 320,000",3,2.0,1.0,Apartment (Intermediate),Built-up : 850 sq. ft.,Fully Furnished
14889,"Cheras, Kuala Lumpur","RM 730,000",4,3.0,1.0,2-sty Terrace/Link House (Intermediate),Land area : 20x65 sq. ft.,Partly Furnished
14890,"Ampang Hilir, Kuala Lumpur","RM 5,900,000",5+1,5.0,2.0,Condominium (EndLot),"Built-up : 6,576 sq. ft.",Partly Furnished
14891,"Bandar Tasik Selatan, Kuala Lumpur","RM 645,000",4,2.0,3.0,2-sty Terrace/Link House (Intermediate),"Built-up : 1,250 sq. ft.",Partly Furnished
14892,"Bukit Jalil, Kuala Lumpur","RM 550,000",3,2.0,1.0,Condominium,Land area : 1206 sq. ft.,Fully Furnished
14893,"KLCC, Kuala Lumpur","RM 4,390,000",3+1,3.0,2.0,Serviced Residence (Intermediate),"Built-up : 2,195 sq. ft.",Partly Furnished
14894,"KLCC, Kuala Lumpur","RM 2,150,000",2,2.0,1.0,Serviced Residence (Intermediate),"Built-up : 1,050 sq. ft.",Partly Furnished
14895,"KLCC, Kuala Lumpur","RM 3,393,400",3,3.0,1.0,Serviced Residence (Intermediate),"Built-up : 1,786 sq. ft.",Partly Furnished
14896,"Mont Kiara, Kuala Lumpur","RM 2,000,000",3+1,3.0,2.0,Condominium (Intermediate),"Built-up : 1,830 sq. ft.",Partly Furnished
14897,"KLCC, Kuala Lumpur","RM 2,100,000",2,2.0,1.0,Serviced Residence (Corner),"Built-up : 1,100 sq. ft.",Fully Furnished
14898,"Bukit Jalil, Kuala Lumpur","RM 650,000",3+1,2.0,3.0,Condominium,Land area : 1378 sq. ft.,Partly Furnished
14899,"Cheras, Kuala Lumpur","RM 810,000",4,3.0,2.0,Condominium (Corner),"Built-up : 1,700 sq. ft.",Fully Furnished
14900,"Cheras, Kuala Lumpur","RM 1,250,000",5,6.0,2.0,2.5-sty Terrace/Link House (Intermediate),Land area : 26 X 75 sq. ft.,Partly Furnished
14901,"Jalan Kuching, Kuala Lumpur","RM 1,200",3,2.0,1.0,Condominium (Intermediate),"Built-up : 1,000 sq. ft.",Partly Furnished
14902,"Mont Kiara, Kuala Lumpur","RM 4,022,892",4+2,5.0,3.0,Condominium,"Built-up : 5,090 sq. ft.",Partly Furnished
14903,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 735,000",2+1,2.0,2.0,Serviced Residence,Land area : 1158 sq. ft.,Partly Furnished
14904,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 740,000",2+1,2.0,2.0,Serviced Residence (Corner),Land area : 1158 sq. ft.,Partly Furnished
14905,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 740,000",2+1,2.0,2.0,Serviced Residence (Corner),Land area : 1158 sq. ft.,Partly Furnished
14906,"Mont Kiara, Kuala Lumpur","RM 1,900,000",3,3.0,2.0,Condominium,Land area : 2347 sq. ft.,Partly Furnished
14907,"Cheras, Kuala Lumpur","RM 275,000",3,2.0,1.0,Apartment (Intermediate),Built-up : 780 sq. ft.,Partly Furnished
14908,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 688,000",2,2.0,2.0,Condominium,"Built-up : 1,164 sq. ft.",Fully Furnished
14909,"Kepong, Kuala Lumpur","RM 838,000",4,3.0,6.0,2-sty Terrace/Link House,Land area : 22x85 sq. m.,Partly Furnished
14910,"Bukit Jalil, Kuala Lumpur","RM 1,250,000",3+1,4.0,2.0,Condominium (Corner),"Built-up : 1,875 sq. ft.",Unfurnished
14911,"Bukit Jalil, Kuala Lumpur","RM 1,400,000",3+1,4.0,2.0,Condominium (Corner),"Built-up : 2,021 sq. ft.",Unfurnished
14912,"Ampang Hilir, Kuala Lumpur","RM 1,260,000",2,2.0,1.0,Serviced Residence,Built-up : 966 sq. ft.,Fully Furnished
14913,"Mont Kiara, Kuala Lumpur","RM 1,380,799",3+1,4.0,2.0,Condominium,"Built-up : 1,603 sq. ft.",Partly Furnished
14914,"Bukit Bintang, Kuala Lumpur","RM 2,300,000",4+1,5.0,2.0,Condominium (Corner),"Built-up : 2,410 sq. ft.",Partly Furnished
14915,"Bukit Bintang, Kuala Lumpur","RM 1,500,000",2+1,3.0,2.0,Condominium,"Built-up : 1,468 sq. ft.",Fully Furnished
14916,"Bukit Bintang, Kuala Lumpur","RM 1,500,000",2+1,3.0,2.0,Condominium,"Built-up : 1,468 sq. ft.",Fully Furnished
14917,"Taman Tun Dr Ismail, Kuala Lumpur","RM 6,450,000",5+1,7.0,10.0,Bungalow,Land area : 7900 sq. ft.,Fully Furnished
14918,"Mont Kiara, Kuala Lumpur","RM 850,000",3,2.0,1.0,Condominium (Corner),"Built-up : 1,400 sq. ft.",Partly Furnished
14919,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 360,000",3,2.0,2.0,Serviced Residence (Intermediate),Land area : 950 sq. ft.,Fully Furnished
14920,"Mont Kiara, Kuala Lumpur","RM 681,000",3,2.0,1.0,Serviced Residence,"Built-up : 1,048 sq. ft.",Fully Furnished
14921,"Bukit Jalil, Kuala Lumpur","RM 1,990,000",5+1,4.0,4.0,3-sty Terrace/Link House (Intermediate),Land area : 24X115 sq. ft.,Partly Furnished
14922,"KLCC, Kuala Lumpur","RM 4,900,000",4,5.0,2.0,Serviced Residence,"Built-up : 3,897 sq. ft.",Partly Furnished
14923,"Sri Petaling, Kuala Lumpur","RM 3,500,000",5,5.0,6.0,Semi-detached House (Corner),Land area : 40x140 sq. ft.,Fully Furnished
14924,"Segambut, Kuala Lumpur","RM 1,100,000",5+2,5.0,2.0,Condominium (Corner),"Built-up : 2,573 sq. ft.",Partly Furnished
14925,"Cheras, Kuala Lumpur","RM 416,000",2,2.0,1.0,Condominium,Built-up : 852 sq. ft.,Unfurnished
14926,"KLCC, Kuala Lumpur","RM 838,800",2,2.0,1.0,Serviced Residence (Intermediate),Built-up : 866 sq. ft.,Partly Furnished
14927,"Seputeh, Kuala Lumpur","RM 5,380,000",6+,7.0,6.0,Bungalow (Intermediate),Land area : 5931 sq. ft.,Partly Furnished
14928,"Seputeh, Kuala Lumpur","RM 5,400,000",6+,7.0,6.0,Bungalow (Intermediate),Land area : 5931 sq. ft.,Partly Furnished
14929,"Seputeh, Kuala Lumpur","RM 5,200,000",6+,7.0,6.0,Bungalow (Intermediate),Land area : 7800 sq. ft.,Partly Furnished
14930,"Seputeh, Kuala Lumpur","RM 5,200,000",6+1,7.0,6.0,Bungalow (Intermediate),Land area : 5600 sq. ft.,Fully Furnished
14931,"Seputeh, Kuala Lumpur","RM 5,980,000",5+1,6.0,3.0,Bungalow (Intermediate),Land area : 5447 sq. ft.,Partly Furnished
14932,"Seputeh, Kuala Lumpur","RM 1,780,000",4+2,5.0,3.0,Condominium (Intermediate),"Built-up : 2,960 sq. ft.",Partly Furnished
14933,"Seputeh, Kuala Lumpur","RM 5,900,000",8+,8.0,5.0,Bungalow (Corner),Land area : 7314 sq. ft.,Partly Furnished
14934,"Seputeh, Kuala Lumpur","RM 5,900,000",8+,8.0,5.0,Bungalow (Corner),Land area : 7314 sq. ft.,Partly Furnished
14935,"Seputeh, Kuala Lumpur","RM 7,580,000",6+1,7.0,3.0,Bungalow (Corner),Land area : 8812 sq. ft.,Fully Furnished
14936,"Seputeh, Kuala Lumpur","RM 5,200,000",6+1,6.0,3.0,Bungalow (Intermediate),Land area : 5442 sq. ft.,Partly Furnished
14937,"Seputeh, Kuala Lumpur","RM 3,600,000",5+1,6.0,3.0,Semi-detached House (Intermediate),Land area : 3200 sq. ft.,Partly Furnished
14938,"Seputeh, Kuala Lumpur","RM 3,600,000",4+1,4.0,3.0,Semi-detached House (Intermediate),Land area : 3500 sq. ft.,Partly Furnished
14939,"Seputeh, Kuala Lumpur","RM 5,400,000",5+1,6.0,3.0,Bungalow (Intermediate),Land area : 5442 sq. ft.,Partly Furnished
14940,"Mont Kiara, Kuala Lumpur","RM 3,200,000",4+1,5.0,3.0,Condominium,"Built-up : 3,632 sq. ft.",Partly Furnished
14941,"Mont Kiara, Kuala Lumpur","RM 1,800,000",4,5.0,2.0,Condominium,"Built-up : 2,025 sq. ft.",Fully Furnished
14942,"Desa ParkCity, Kuala Lumpur","RM 1,620,000",3+1,4.0,2.0,Condominium (Corner),"Built-up : 1,777 sq. ft.",Partly Furnished
14943,"Mont Kiara, Kuala Lumpur","RM 3,800,000",4+1,5.0,3.0,Condominium,"Built-up : 3,714 sq. ft.",Partly Furnished
14944,"Cheras, Kuala Lumpur","RM 395,000",3+1,2.0,1.0,Condominium,Built-up : 925 sq. ft.,Partly Furnished
14945,"Jalan Ipoh, Kuala Lumpur","RM 688,000",3+1,2.0,3.0,Condominium (Corner),"Built-up : 1,271 sq. ft.",Partly Furnished
14946,"Kepong, Kuala Lumpur","RM 510,000",3,2.0,1.0,Condominium (Intermediate),Built-up : 930 sq. ft.,Fully Furnished
14947,"KLCC, Kuala Lumpur","RM 1,473,950",3,3.0,1.0,Condominium (Corner),"Built-up : 1,551 sq. ft.",Fully Furnished
14948,"Damansara, Kuala Lumpur","RM 4,200,000",4+2,5.0,4.0,Bungalow,Land area : 4275 sq. ft.,Partly Furnished
14949,"Mont Kiara, Kuala Lumpur","RM 1,760,000",3+1,4.0,2.0,Condominium (Corner),"Built-up : 1,668 sq. ft.",Partly Furnished
14950,"Mont Kiara, Kuala Lumpur","RM 1,980,000",4+1,4.0,2.0,Condominium,"Built-up : 1,830 sq. ft.",Partly Furnished
14951,"Mont Kiara, Kuala Lumpur","RM 1,400,000",3,2.0,2.0,Condominium (Corner),"Built-up : 1,200 sq. ft.",Partly Furnished
14952,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 680,000",3,2.0,2.0,Condominium (Intermediate),"Built-up : 1,130 sq. ft.",Fully Furnished
14953,"Kepong, Kuala Lumpur","RM 490,000",3,2.0,2.0,Serviced Residence,"Built-up : 1,137 sq. ft.",Partly Furnished
14954,"KLCC, Kuala Lumpur","RM 1,934,400",3,2.0,1.0,Serviced Residence (Intermediate),"Built-up : 1,300 sq. ft.",Partly Furnished
14955,"Cheras, Kuala Lumpur","RM 480,000",3,2.0,1.0,Condominium (Intermediate),"Built-up : 1,116 sq. ft.",Partly Furnished
14956,"Bandar Menjalara, Kuala Lumpur","RM 650,000",3,2.0,2.0,Condominium (Corner),"Built-up : 1,260 sq. ft.",Partly Furnished
14957,"Bangsar, Kuala Lumpur","RM 590,000",1,1.0,1.0,Condominium,Built-up : 656 sq. ft.,Fully Furnished
14958,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 700,000",1+2,2.0,2.0,Condominium,Built-up : 956 sq. ft.,Unfurnished
14959,"Sungai Besi, Kuala Lumpur","RM 358,000",2,2.0,1.0,Serviced Residence,Built-up : 800 sq. ft.,Fully Furnished
14960,"Sungai Besi, Kuala Lumpur","RM 350,000",2,2.0,1.0,Serviced Residence (Corner),Built-up : 845 sq. ft.,Unfurnished
14961,"Sungai Besi, Kuala Lumpur","RM 350,000",2,2.0,1.0,Serviced Residence (Intermediate),Built-up : 800 sq. ft.,Unfurnished
14962,"Sungai Besi, Kuala Lumpur","RM 388,000",3,3.0,1.0,Serviced Residence (Corner),"Built-up : 1,045 sq. ft.",Fully Furnished
14963,"Sungai Besi, Kuala Lumpur","RM 350,000",2,2.0,1.0,Serviced Residence,Built-up : 800 sq. ft.,Fully Furnished
14964,"Kuchai Lama, Kuala Lumpur","RM 440,000",3,2.0,2.0,Condominium (Intermediate),"Built-up : 1,075 sq. ft.",Partly Furnished
14965,"Sri Hartamas, Kuala Lumpur","RM 3,500,000",5+1,5.0,4.0,Semi-detached House,Land area : 3600 sq. ft.,Fully Furnished
14966,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 755,000",3+1,2.0,2.0,Serviced Residence (Corner),"Built-up : 1,133 sq. ft.",Partly Furnished
14967,"KL City, Kuala Lumpur","RM 400,000",Studio,1.0,1.0,Serviced Residence,Built-up : 466 sq. ft.,Fully Furnished
14968,"Sri Hartamas, Kuala Lumpur","RM 3,700,000",6+1,6.0,5.0,3.5-sty Terrace/Link House,Land area : 2500 sq. ft.,Fully Furnished
14969,"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,190,000",3+1,3.0,2.0,Condominium (Duplex),"Built-up : 2,000 sq. ft.",Partly Furnished
14970,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,190,000",4,5.0,2.0,Condominium (Corner),"Built-up : 1,782 sq. ft.",Fully Furnished
14971,"Mont Kiara, Kuala Lumpur","RM 828,000",3,2.0,2.0,Condominium,"Built-up : 1,399 sq. ft.",Partly Furnished
14972,"Mont Kiara, Kuala Lumpur","RM 878,000",3+1,2.0,2.0,Condominium,"Built-up : 1,550 sq. ft.",Partly Furnished
14973,"Bangsar South, Kuala Lumpur","RM 890,000",3,2.0,1.0,Serviced Residence,Built-up : 990 sq. ft.,Fully Furnished
14974,"Mont Kiara, Kuala Lumpur","RM 3,900,000",5+1,7.0,3.0,Condominium (Corner),"Built-up : 4,537 sq. ft.",Partly Furnished
14975,"Dutamas, Kuala Lumpur","RM 600,000",2,2.0,2.0,Serviced Residence,Built-up : 872 sq. ft.,Partly Furnished
14976,"Sungai Besi, Kuala Lumpur","RM 375,000",3,3.0,2.0,Serviced Residence (Corner),Built-up : 800 sq. ft.,Fully Furnished
14977,"Sungai Besi, Kuala Lumpur","RM 478,000",3,2.0,2.0,Serviced Residence,Built-up : 850 sq. ft.,Fully Furnished
14978,"Damansara Heights, Kuala Lumpur","RM 3,600,000",5,3.0,4.0,Bungalow (Intermediate),Land area : 4950 sq. ft.,Unfurnished
14979,"Damansara Heights, Kuala Lumpur","RM 4,500,000",4+2,4.0,3.0,Bungalow (Intermediate),Land area : 5700 sq. ft.,Partly Furnished
14980,"Damansara Heights, Kuala Lumpur","RM 3,900,000",4+2,4.0,3.0,Bungalow (Intermediate),Land area : 5000 sq. ft.,Partly Furnished
14981,"Wangsa Maju, Kuala Lumpur","RM 1,150,000",3,2.0,2.0,Condominium (Intermediate),"Built-up : 1,528 sq. ft.",Partly Furnished
14982,"Wangsa Maju, Kuala Lumpur","RM 680,000",4,2.0,1.0,2-sty Terrace/Link House (Intermediate),Land area : 1170 sq. ft.,Partly Furnished
14983,"Setapak, Kuala Lumpur","RM 450,000",3+1,2.0,2.0,Condominium (Intermediate),Built-up : 950 sq. ft.,Unfurnished
14984,"Kepong, Kuala Lumpur","RM 300,000",3,2.0,1.0,Apartment (Intermediate),"Built-up : 1,010 sq. ft.",Partly Furnished
14985,"Bangsar, Kuala Lumpur","RM 4,300,000",3+1,5.0,3.0,Condominium (Corner),Land area : 3380 sq. ft.,Fully Furnished
14986,"Bandar Menjalara, Kuala Lumpur","RM 441,700",1,1.0,1.0,Serviced Residence,Built-up : 600 sq. ft.,Partly Furnished
14987,"Bandar Menjalara, Kuala Lumpur","RM 660,000",3,2.0,2.0,Serviced Residence (Corner),"Built-up : 1,160 sq. ft.",Partly Furnished
14988,"Mont Kiara, Kuala Lumpur","RM 1,800,000",4,2.0,2.0,Condominium,"Built-up : 1,496 sq. ft.",Unfurnished
14989,"Mont Kiara, Kuala Lumpur","RM 1,350,000",2,2.0,1.0,Condominium,"Built-up : 1,200 sq. ft.",Unfurnished
14990,"Mont Kiara, Kuala Lumpur","RM 1,480,000",3+1,3.0,2.0,Condominium,"Built-up : 1,872 sq. ft.",Fully Furnished
14991,"Bangsar, Kuala Lumpur","RM 1,900,000",6+1,6.0,3.0,Townhouse,"Built-up : 1,540 sq. ft.",Partly Furnished
14992,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 520,000",2,2.0,2.0,Serviced Residence (Corner),Built-up : 852 sq. ft.,Partly Furnished
14993,"Mont Kiara, Kuala Lumpur","RM 900,000",3,2.0,2.0,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished
